name	lat	long	start_time	end_time	attending_count	type,id
Tokaido Megalopolis: the megacity region that swallowed Japan	43.668731162232	-79.391830798125	2017-11-01T18:30:00-0400	2017-11-01T20:00:00-0400	2	public	538971629827961
JAYU's iAM Gallery 2017	43.6598736	-79.3622526	2017-11-03T18:30:00-0400	2017-11-03T23:00:00-0400	23	public	526669971019806
Betty and the Bobs - Halloween Bash	43.65468	-79.4522999	2017-10-31T20:30:00-0400	2017-10-31T23:00:00-0400	5	public	1515427418514631
Kat Goldman (CD Launch)	43.65468	-79.4522999	2017-11-05T20:30:00-0500	2017-11-05T23:00:00-0500	0	public	1840040262974195
Throne To The Wolves, Out Of The Ruins & MORE - Nov 3	43.6562399	-79.4074	2017-11-03T19:00:00-0400	2017-11-03T22:00:00-0400	39	public	1397089893743079
November First Thursday: Museum of the Macabre	43.65351	-79.3925299	2017-11-02T19:00:00-0400	2017-11-02T23:30:00-0400	192	public	504207549940926
It (The Original) at The Beverley Hotel	43.64942	-79.39203	2017-10-30T20:00:00-0400	2017-10-30T23:00:00-0400	8	public	1729941690648783
EITAN & SHLOMO KATZ - SHABBAT DINNER & ONEG	43.7131	-79.4269599	2017-11-03T18:00:00-0400		12	public	546092355783159
Transformational Transit for Toronto - Brian Crombie Transit Alliance	43.64595	-79.38143	2017-11-03T12:00:00-0400		3	public	124276998257656
Pre-Law Forum and LSAT Prep	43.6684399	-79.39863	2017-10-30T18:00:00-0400	2017-10-30T21:00:00-0400	23	public	2053659468185479
ArtCAM Customer Update Seminar	43.6598	-79.38875	2017-11-01T08:00:00-0400	2017-11-01T16:00:00-0400	3	public	128483707810074
Twin Peaks: Fire Walk with Me	43.6655	-79.41053	2017-11-05T20:30:00-0500	2017-11-05T22:50:00-0500	6	public	668743043322854
REtroSPECT with Lani Misalucha	43.78295	-79.23334	2017-11-03T19:00:00-0400	2017-11-03T22:00:00-0400	30	public	1900000763594405
A Very Yes We Mystic Halloween w/ Rayannah, Hungry Lake	43.64959	-79.395	2017-10-31T20:00:00-0400	2017-11-01T00:00:00-0400	27	public	1920488218212441
James Wyatt Crosby / Champion Ski / Drywall Heels / Lovers Touch	43.65329	-79.42695	2017-10-31T20:00:00-0400	2017-11-01T00:00:00-0400	36	public	130326054290309
Multicultural Night	43.7086	-79.3411	2017-11-04T19:00:00-0400	2017-11-05T01:00:00-0400	49	public	811429185701447
Nathalie Paulin sings Mahler	43.66913	-79.39397	2017-11-04T20:00:00-0400	2017-11-04T22:00:00-0400	10	public	290279301470768
FB Live - Real Grad Talk #OptimizeWeek	43.6648407	-79.4009171	2017-10-31T13:00:00-0400	2017-10-31T13:15:00-0400	1	public	168526393725726
LIVERight Gala - 2017	43.6367	-79.4472	2017-11-03T18:00:00-0400	2017-11-04T00:00:00-0400	0	public	271579843357467
Charmed By Charity Event Benefiting Unicef Canada	43.72771	-79.4535	2017-10-31T18:00:00-0400	2017-10-31T21:00:00-0400	4	public	105398630223175
Fall Career Seminar	43.6664193	-79.4032998	2017-11-01T18:00:00-0400	2017-11-01T19:30:00-0400	18	public	1879793645667627
Goat Yoga at The Royal Winter Fair	43.63453	-79.41251	2017-11-03T18:00:00-0400	2017-11-03T19:00:00-0400	8	public	2020146834923084
Let'z Haunt Church St!!	43.664274	-79.380178	2017-10-31T20:30:00-0400	2017-10-31T22:00:00-0400	11	public	241547426371439
J.I.D + Earthgang	43.64832	-79.3891	2017-11-02T20:00:00-0400		38	public	1989062234698687
Daniel Griffin with Rebecca Rosenblum, Mark Sampson & Emily Saso	43.65079	-79.38139	2017-11-01T18:00:00-0400	2017-11-01T20:00:00-0400	2	public	1524337547631843
Phoebe Ryan at The Horseshoe Tavern	43.6491	-79.39584	2017-11-05T20:00:00-0500		15	public	258564421316091
DAY of the DEAD	43.64778	-79.3731899	2017-11-02T18:00:00-0400	2017-11-03T02:00:00-0400	4	public	1513618782048977
Fun Fest 2017	43.80284	-79.19395	2017-10-31T19:00:00-0400	2017-10-31T22:00:00-0400	14	public	1745280872440045
Auditions | Clowns & Physical Actors	43.7166	-79.3407	2017-10-30T10:00:00-0400	2017-10-30T18:00:00-0400	15	public	1963925580489236
Kwe Performance Series: Ulali Project	43.6506	-79.4307	2017-11-04T20:00:00-0400	2017-11-04T23:00:00-0400	83	public	119324072077567
Salon du Livre Ancien de Toronto	43.65351	-79.3925299	2017-11-03T17:00:00-0400	2017-11-05T16:30:00-0500	10	public	288474788323423
Harvest Table Dinner with Chef Jamie Kennedy	43.64278	-79.427	2017-11-01T18:30:00-0400	2017-11-01T21:30:00-0400	18	public	272744173243920
Lighthouse Labs YYZ Demo Day	43.64465	-79.39503	2017-11-02T18:00:00-0400	2017-11-02T20:00:00-0400	4	public	1500976623247753
The Edge of Revolt	43.66604	-79.40567	2017-11-05T19:30:00-0500	2017-11-05T21:30:00-0500	0	public	196928520848994
Miss. Opulence Pageant 2017	43.65656	-79.39601	2017-11-05T17:00:00-0500	2017-11-06T02:00:00-0500	78	public	1671511076252234
Courtney Barnett & Kurt Vile at Massey Hall	43.6487	-79.38545	2017-10-31T19:00:00-0400	2017-10-31T23:00:00-0400	812	public	1482067391912798
Lunch and Learn: LinkedIn Edition	43.6603009	-79.400605	2017-10-31T12:00:00-0400	2017-10-31T14:00:00-0400	3	public	273647946489118
The Mavericks	43.66472	-79.37416	2017-11-03T19:00:00-0400		37	public	1419528581416749
SOLD OUT! Elephant Revival w/ Joe Pug at The Drake Hotel	43.64328	-79.42459	2017-11-03T19:00:00-0400		27	public	348573798910263
Dan Repsch Does Toronto (Finally!)	43.65751	-79.37673	2017-11-03T19:00:00-0400	2017-11-05T23:00:00-0500	20	public	836165643213485
Canadian Magen David Adom Ruby Gala 2017	43.75730000611	-79.360546418511	2017-11-05T17:30:00-0500	2017-11-06T00:01:00-0500	27	public	150258692216119
Ghost Feast	43.64937	-79.371	2017-11-02T18:00:00-0400	2017-11-02T20:00:00-0400	16	public	1971813373090403
Medical School 101: UofT Medicine Fall Open House	43.66099	-79.39435	2017-11-04T09:00:00-0400	2017-11-04T15:00:00-0400	37	public	1901987893454527
A Spooky Soirée of Song!	43.67464	-79.40024	2017-10-31T20:00:00-0400		18	public	270791520080077
The Wheel: A Samhain Masquerade	43.66967	-79.41318	2017-11-04T20:00:00-0400		6	public	292054324628404
RDC Auditions	43.67886	-79.35781	2017-11-05T15:00:00-0500	2017-11-05T18:00:00-0500	17	public	344753065936429
Canada ZouKiz <3 Bachata Convention	43.6557699	-79.45411	2017-11-03T16:00:00-0400		216	public	235651603594912
The Assembly Presents: Longform Thursday	43.66131	-79.42789	2017-11-02T20:00:00-0400	2017-11-02T21:30:00-0400	29	public	1657969887610391
7th Global Mining I T & Communication Summit	43.7166	-79.3407	2017-11-01T09:00:00-0400	2017-11-02T18:00:00-0400	0	public	292259901236370
Stranger Things Week: Spidey, Illusionist and mentalist	43.675633525819	-79.410097750549	2017-11-01T12:00:00-0400	2017-11-02T20:30:00-0400	1	public	1550538901659549
Words and Music Salon	43.66523	-79.40751	2017-11-04T12:30:00-0400	2017-11-04T15:30:00-0400	0	public	199462497265841
QB4: C.J. Boyd, Picastro, Jordaan Mason & Manticore	43.6587296	-79.4421005	2017-11-02T18:30:00-0400	2017-11-02T23:00:00-0400	26	public	174134583163380
Max the Mutt - November 2017 - Open House!	43.690451147585	-79.292943477631	2017-11-04T10:00:00-0400	2017-11-05T15:00:00-0500	0	public	120752105260130
Full Moon Book Launch	43.67045	-79.41356	2017-11-04T19:30:00-0400	2017-11-05T00:00:00-0400	20	public	740053626185452
Sample One Of A Kind Toronto	43.640974999438	-79.375893165527	2017-11-03T15:00:00-0400	2017-11-06T12:00:00-0500	5	public	292266977919367
Béla Fleck & Abigail Washburn	43.6762	-79.3569799	2017-11-03T20:00:00-0400		65	public	105239463452336
Slack From The Dead Halloween Church St.	43.6659926	-79.3811947	2017-10-31T19:30:00-0400	2017-11-01T13:30:00-0400	52	public	1606276046090076
Fright Night 2017 at Fiction Nightclub | Official Mega Party	43.7166	-79.3407	2017-10-31T22:00:00-0400	2017-11-01T03:00:00-0400	0	public	1418968574793126
Redesigning Life: Synthetic Biology, Genetic Engineering, Ethics	43.6567999	-79.38608	2017-11-03T19:00:00-0400	2017-11-03T21:00:00-0400	24	public	1953682541575842
Halloween Costume Party + 80's Tribute - Part 2	43.6614	-79.42758	2017-10-31T20:00:00-0400	2017-11-01T02:00:00-0400	12	public	469894166728786
Chelsea Reed album launch w/ Danielle Knibbe	43.65957	-79.43777	2017-10-30T20:30:00-0400	2017-10-31T00:00:00-0400	29	public	156049048308392
CODE Night at The Other Side of the Game	43.6600899	-79.36194	2017-11-02T20:00:00-0400	2017-11-02T22:30:00-0400	5	public	317345235401648
Skipping Stones Theatre presents: Coriolanus	43.6540515	-79.4009193	2017-11-01T19:30:00-0400	2017-11-04T21:00:00-0400	71	public	1936891976548864
Let's Party - Open Heart Surgery Theatre - a fab fundraiser	43.65957	-79.43777	2017-11-03T17:30:00-0400	2017-11-03T20:00:00-0400	23	public	301333023682828
Wasting Time, Live Animals, Further the Lion and more at Lee's Palace	43.66523	-79.40941	2017-11-02T20:30:00-0400	2017-11-03T00:30:00-0400	41	public	107307310027225
Homohop 2017	43.6636499	-79.3944999	2017-11-03T21:00:00-0400	2017-11-04T01:00:00-0400	16	public	285482428611569
Stranded Fest Presents: Punk Goes Diva	43.66523	-79.40941	2017-10-31T20:30:00-0400	2017-11-01T00:00:00-0400	81	public	289100974829514
CGLCC Black & White Gala 2017	43.63126338394	-79.42612926281	2017-11-02T18:00:00-0400	2017-11-02T23:00:00-0400	18	public	2000469696905208
Harry Dean Stanton: Partly Fiction	43.6655	-79.41053	2017-11-05T19:00:00-0500	2017-11-05T20:15:00-0500	1	public	1462327320469974
Exchange Student INFO Sessions	43.659365	-79.3962904	2017-11-01T10:30:00-0400	2017-11-17T15:00:00-0500	3	public	174087789808868
UTM MoveU Skating Rink	43.663079468685	-79.40160467392	2017-11-03T10:00:00-0400	2017-11-03T16:00:00-0400	32	public	122547571768055
Restorative Reiki with Anne-Marie Hood	43.6619797	-79.3828888	2017-11-05T19:00:00-0500	2017-11-05T21:00:00-0500	2	public	1945402429009985
The Clientele at The Great Hall	43.64335	-79.42202	2017-10-31T20:00:00-0400		36	public	103754296907067
Harvest Party	43.6957499	-79.59166	2017-10-31T17:30:00-0400	2017-10-31T20:00:00-0400	20	public	369441426848448
Electricladyland	43.64287	-79.4264	2017-11-02T22:00:00-0400	2017-11-03T02:00:00-0400	8	public	974458799372608
FUNK CAMP at 3030	43.6658199	-79.47046	2017-11-03T20:00:00-0400	2017-11-04T02:00:00-0400	17	public	986604051482770
Error
Glow Party Fiction // Friday July 28 10:00PM	43.64761	-79.38884	2017-10-31T22:00:00-0400	2017-11-01T01:00:00-0400	0	public	266816393723157
SSO Karaoke Night	43.6582999	-79.38197	2017-11-02T21:00:00-0400	2017-11-02T23:00:00-0400	14	public	1964026423920937
Celebrate All Things Pumpkin with Friends of Trinity Bellwoods	43.65019204986	-79.416139429466	2017-11-01T17:00:00-0400	2017-11-01T21:00:00-0400	15	public	155632611710063
HTCS: Legacy	43.658930558894	-79.381327629089	2017-11-05T13:00:00-0500	2017-11-05T20:00:00-0500	0	public	352154245239600
Tunic / Spunk / MARY at Smiling Buddha	43.65329	-79.42695	2017-11-05T20:00:00-0500	2017-11-06T00:00:00-0500	22	public	146531392621477
Mock MCAT Day in Toronto!	43.662331543839	-79.396710955324	2017-11-04T09:00:00-0400	2017-11-04T16:30:00-0400	26	public	484485285254470
James Green & Rob Cooper	43.55353	-79.58297	2017-11-02T20:00:00-0400	2017-11-03T00:00:00-0400	0	public	118798805452451
Nine Healing Circles	43.69723	-79.3927099	2017-11-03T19:00:00-0400	2017-11-03T22:00:00-0400	4	public	123830554947898
Free Talk: Between Worlds: Sacred Aromatherapy & The End of Life	43.66147	-79.4293299	2017-10-31T19:00:00-0400	2017-10-31T21:00:00-0400	0	public	861621297296499
Guy McPherson-Abrupt Climate Change - Free Public Talk Toronto	43.6559315	-79.3841433	2017-11-02T19:00:00-0400	2017-11-02T22:00:00-0400	0	public	229562044242228
ECE and ECA Job Fair	43.6935	-79.4927	2017-10-31T10:00:00-0400	2017-10-31T14:00:00-0400	0	public	151306595477421
Pumpkin Parade at Dempsey Park	43.77017	-79.41723	2017-11-01T18:30:00-0400	2017-11-01T20:00:00-0400	18	public	1689517474401304
The Pumpkin Parade	43.6528	-79.5889	2017-11-01T18:00:00-0400	2017-11-01T20:00:00-0400	10	public	523049041379760
Halloween Social Dance Party in Toronto	43.68725	-79.30192	2017-10-31T19:30:00-0400	2017-10-31T23:59:00-0400	9	public	138921826730847
Kenneth Cole in conversation with Jeanne Beker	43.65567	-79.38283	2017-11-01T18:30:00-0400	2017-11-01T20:30:00-0400	0	public	123498028365047
Whole Life Expo	43.643754142689	-79.386119518164	2017-11-03T10:00:00-0400	2017-11-05T21:00:00-0500	2	public	2107118009314342
Launch Party	43.64179	-79.42191	2017-11-03T19:00:00-0400	2017-11-03T23:55:00-0400	24	public	1718139201541594
The Crazy Candy Chocolate Factory	43.61885	-79.53722	2017-10-31T18:30:00-0400	2017-10-31T20:00:00-0400	11	public	515617062144648
ONE YEAR Anniversary Party	43.65901	-79.3502	2017-11-03T18:00:00-0400	2017-11-03T21:00:00-0400	10	public	120488621977903
Hallelujah Night Party	43.7791799	-79.24646	2017-10-31T19:00:00-0400	2017-10-31T20:30:00-0400	2	public	486726868366539
Fernando’s free haunt 2017	43.6262489	-79.4954885	2017-10-31T20:00:00-0400		36	public	186737125203974
Dorothy Day's granddaughter Kate Hennessy talks about her book	43.6673813	-79.3899918	2017-11-02T19:00:00-0400	2017-11-02T21:00:00-0400	4	public	471041549942213
Marie Jose workshop	43.67416	-79.3856799	2017-11-03T03:00:00-0400	2017-11-05T11:00:00-0500	6	public	219256178585386
Hot Seat Sunday	43.64335	-79.42202	2017-11-05T20:00:00-0500	2017-11-05T23:59:00-0500	0	public	301251100352700
15th Annual Safehaven Gala	43.65908	-79.43828	2017-11-03T18:30:00-0400	2017-11-03T23:30:00-0400	0	public	523292774694716
MszMacK PopUp: Skitso Frenic Badlook Kidd Danielz DreCey	43.66529	-79.46626	2017-11-05T20:00:00-0500	2017-11-06T01:00:00-0500	27	public	993347180807415
Dungeons & Drawrings at Meltdown Toronto	43.6553802	-79.417511	2017-11-03T20:30:00-0400	2017-11-03T23:00:00-0400	16	public	615015255553819
Redesigning the Tree of Life	43.67054	-79.39872	2017-11-02T12:00:00-0400	2017-11-04T15:00:00-0400	3	public	505032156508751
SAS Facilitator Training - Toronto, Canada	43.7166	-79.3407	2017-11-02T08:00:00-0400	2017-11-03T17:00:00-0400	1	public	120526605266117
This is Our Place	43.6716399	-79.4623319	2017-11-04T19:00:00-0400	2017-11-04T22:00:00-0400	15	public	708673179327866
Advocacy Masterclass–Opening & Closing Statements at Civil Trial	43.65292	-79.38599	2017-11-01T16:00:00-0400	2017-11-01T19:00:00-0400	0	public	1373876212700184
Portfolios	43.6469	-79.41755	2017-11-02T10:00:00-0400	2017-11-03T17:00:00-0400	0	public	311213989289664
Halloween	43.67745	-79.3509	2017-10-31T05:00:00-0400	2017-10-31T20:00:00-0400	2	public	152073152054846
I Will Be King - A Tribute to David Bowie at Drums N Flats	43.7351	-79.42022	2017-11-04T21:00:00-0400	2017-11-05T01:00:00-0400	19	public	350191402091730
Halloween Bash inside El Rancho	43.65686	-79.40719	2017-10-31T21:00:00-0400	2017-11-01T03:00:00-0400	13	public	1965720923698092
MCN Open Mic w/ Jordo Arnott	43.70864	-79.39828	2017-10-30T20:00:00-0400	2017-10-31T00:00:00-0400	6	public	1875877776061418
Circling	35.9033999	-84.13684140000001	2017-11-02T18:30:00-0400	2017-11-02T22:00:00-0400	0	public	1699574816781090
Horror-Rama 2017	43.6685908	-79.4129755	2017-11-04T10:00:00-0400	2017-11-05T16:00:00-0500	195	public	1435314539908917
Redefine Fit Social: Cirque Du Soleil	43.6773491	-79.3513336	2017-11-05T17:00:00-0500	2017-11-05T19:30:00-0500	13	public	152857838601854
Magic Circuit Series!	43.66996	-79.38455	2017-11-04T12:00:00-0400	2017-11-04T21:00:00-0400	1	public	334631977008538
The Wilderness - Halloween Monday October 30th - Lost And Found	43.64431	-79.39959	2017-10-30T22:00:00-0400	2017-10-31T03:00:00-0400	11	public	563887907275758
The Historic Tavern Experience: Cheese	43.651725440116	-79.525733949416	2017-11-05T12:30:00-0500	2017-11-05T15:30:00-0500	9	public	181437982429394
Sonic 404ces - A 404s Eastside Improv Comedy Show	43.67667	-79.35753	2017-11-04T21:30:00-0400	2017-11-04T23:00:00-0400	3	public	132976500787112
Joseph Johnson & James Parker	43.66648	-79.39345	2017-10-30T19:30:00-0400	2017-10-30T21:30:00-0400	36	public	166425037270936
Speaker Series: Social Media Marketing with Steven Tulman	43.78006	-79.4754899	2017-11-02T18:30:00-0400	2017-11-02T21:30:00-0400	8	public	1470340213044382
Wild Ball 2017	43.6367	-79.4472	2017-11-02T18:00:00-0400	2017-11-02T23:30:00-0400	29	public	456992747985023
An Evening With Richard Dawkins & Matt Dillahunty	43.6762	-79.3569799	2017-11-05T19:00:00-0500	2017-11-05T23:00:00-0500	24	public	1971827936370499
Jubilee (Mixpak NYC) at DDL	43.6540899	-79.40148	2017-11-03T22:00:00-0400	2017-11-04T03:30:00-0400	70	public	1652866978118504
The Art, Science, and Business of Audiobooks	43.7166	-79.3407	2017-11-03T19:00:00-0400	2017-11-04T16:00:00-0400	2	public	135926783702679
SOLD OUT! An Evening With Richard Dawkins & Matt Dillahunty	43.6762	-79.3569799	2017-11-05T20:00:00-0500	2017-11-05T22:00:00-0500	126	public	227069737783052
$5 - Drop Top Alibi, ShootR, Veil Unknown, Centrifuge	43.65847	-79.44308	2017-11-04T21:00:00-0400	2017-11-05T00:00:00-0400	24	public	171056933448473
Experiential Workshop in Sedona, Arizona	43.6702805	-79.3914337	2017-11-03T10:00:00-0400	2017-11-05T17:00:00-0500	0	public	249324102259874
Sideshow and Tell, Curiosities at Curiosa on Devils Night	43.64138	-79.43162	2017-10-30T20:00:00-0400	2017-10-30T22:15:00-0400	20	public	1997757000465016
Unreal Comedy	43.6008797	-79.5033264	2017-11-02T20:30:00-0400	2017-11-02T22:00:00-0400	0	public	351420845241560
2017 Jesus in the City Fundraising Gala	43.79866	-79.24274	2017-11-05T17:00:00-0500	2017-11-05T21:00:00-0500	23	public	141359883144242
Dispatches: The Globe's Foreign Correspondents Speaker Series	43.651571820033	-79.364762306213	2017-11-04T10:00:00-0400	2017-11-04T14:00:00-0400	0	public	277171259455667
Passport to PR	43.7166	-79.3407	2017-11-02T09:30:00-0400	2017-11-02T13:30:00-0400	0	public	1826143167696599
Lost In Hell - Tuesday October 31st - Lost And Found	43.64431	-79.39959	2017-10-31T22:00:00-0400	2017-11-01T03:00:00-0400	15	public	120281862012460
VFS Hosts L.A. Casting Director Seth Yanklewitz, CSA | Toronto	43.65003	-79.35926	2017-11-02T18:00:00-0400	2017-11-02T19:30:00-0400	1	public	165824374000678
124th Salon of Photography, International Commpetition	43.703757590223	-79.388258261634	2017-10-06T16:00:00-0400	2017-11-04T19:00:00-0400	0	public	129446241043147
Mikey Manville VINYL RELEASE/Oct. 31/Cadillac Lounge/The Manvils	43.64196	-79.4306299	2017-10-31T20:00:00-0400	2017-10-31T23:59:00-0400	30	public	896540087164984
Toronto Raptors vs. Washington Wizards	43.643269208632	-79.379430504235	2017-11-05T18:00:00-0500		31	public	268686673636307
Runewars Minitures Game Demo	43.7846314	-79.2532318	2017-11-01T18:00:00-0400	2017-11-01T21:00:00-0400	1	public	226118684589154
Reach For the Stars Grad Gala - 2017	43.63126338394	-79.42612926281	2017-11-03T17:00:00-0400	2017-11-03T21:00:00-0400	45	public	118706412060044
Flavour Fridays 2017 - MASKED	43.67607966	-79.45088308	2017-11-03T22:00:00-0400	2017-11-04T02:00:00-0400	34	public	193427911201162
Laura Sauvage	43.65957	-79.43777	2017-11-02T18:00:00-0400	2017-11-02T20:00:00-0400	4	public	152034208714774
Louis The Child: Last to Leave Tour	43.6762	-79.3569799	2017-11-02T19:00:00-0400		108	public	486585018342155
Seeking 100 male volunteers "Men's Circle" dance-theatre	43.664345	-79.377765	2017-11-01T19:00:00-0400	2017-11-05T17:00:00-0500	15	public	1866693246926875
Mark Igloliorte: Artist Talk	43.64942	-79.38837	2017-11-04T14:00:00-0400	2017-11-04T16:00:00-0400	26	public	296979557454025
Pumpkin Party	43.7697	-79.41467	2017-11-02T18:00:00-0400	2017-11-02T20:00:00-0400	0	public	134322507201569
The Art of True Love	43.6662179	-79.3680176	2017-11-04T09:00:00-0400	2017-11-05T16:00:00-0500	0	public	1856814441262094
Crestwood Historical Archives Presentation	43.73806	-79.23957	2017-11-04T15:00:00-0400	2017-11-04T16:00:00-0400	1	public	159554227976838
Electrifying Saturdays inside El Rancho	43.65686	-79.40719	2017-10-21T18:00:00-0400	2017-12-24T03:00:00-0500	5	public	139847056652667
WARMACHINE Live in Toronto!	43.629526243883	-79.549001811075	2017-11-03T19:00:00-0400	2017-11-04T02:00:00-0400	0	public	1741556645918093
QOR of C Museum Open House	43.6781099	-79.40948	2017-11-04T22:00:00-0400	2017-11-05T16:00:00-0500	8	public	145720359299646
Guess Who's Coming to Improv?'s 3rd Birthday!	43.66131	-79.42789	2017-11-04T20:30:00-0400	2017-11-04T22:00:00-0400	4	public	1531634260264456
The Homegrown Intensive - London Edition	43.64867	-79.37642	2017-11-04T16:00:00-0400	2017-11-04T21:00:00-0400	0	public	177006152860921
Ai Weiwei's Human Flow	43.64665	-79.39041	2017-10-20T12:25:00-0400	2017-11-02T21:30:00-0400	688	public	1999379090337723
Four Seasons - Autumn	43.7676512	-79.46672149999999	2017-11-04T16:00:00-0400	2017-11-04T18:00:00-0400	19	public	886993134788843
Energy Play and the Art of Connection	43.6478	-79.4142	2017-10-30T17:00:00-0400	2017-10-30T20:00:00-0400	97	public	1903658606326662
Birdtalker w/ Sad Penny at Velvet Underground	43.6479	-79.40145	2017-11-05T19:00:00-0500	2017-11-05T23:00:00-0500	1	public	111923016183292
Arcade Fire: Infinite Content, Toronto	43.643269208632	-79.379430504235	2017-11-03T19:00:00-0400	2017-11-03T23:00:00-0400	1059	public	232413590592870
Lemon Bucket Orkestra "If I Had The Strength" Album Release!	43.6762	-79.3569799	2017-11-04T19:00:00-0400		207	public	831232993703205
Student Solidarity with Striking George Brown Faculty	43.6504548	-79.3718947	2017-10-26T11:00:00-0400	2017-11-16T13:00:00-0500	24	public	499658010401334
Found Footage Festival	43.65533	-79.4145	2017-11-03T20:00:00-0400	2017-11-03T23:00:00-0400	145	public	490267934654744
Trick-or-Treat at Stan's	43.7679216	-79.4096484	2017-10-31T16:00:00-0400	2017-10-31T22:00:00-0400	5	public	1857020497943647
Videolink Open House and Newtek Training	43.69054	-79.28473	2017-10-31T10:00:00-0400	2017-11-02T16:00:00-0400	2	public	777882029081406
Sixth Annual Pumpkin Walk	43.7750206	-79.3562622	2017-11-01T17:30:00-0400	2017-11-01T19:30:00-0400	0	public	1035353209937652
SUPER Saiyan GOD Training	43.69105	-79.4398	2017-11-01T18:30:00-0400	2017-11-01T20:30:00-0400	8	public	345803675875178
Halloween SPOOKtacular!	43.65159	-79.3678	2017-10-31T18:00:00-0400	2017-10-31T22:00:00-0400	8	public	339621863115656
JOKES N TOKES - Comedy Showcase - NOV 2nd, Doors at 8:00pm	43.6587123	-79.3514397	2017-11-02T20:00:00-0400	2017-11-02T22:30:00-0400	11	public	529449710734238
Error
Blockchain Technology: Beyond Bitcoin	43.6503547	-79.3804402	2017-10-31T17:30:00-0400	2017-10-31T21:00:00-0400	7	public	278925052595140
Kids Hallowe'en Party at The Moon	43.66967	-79.41318	2017-10-31T15:00:00-0400	2017-10-31T22:00:00-0400	0	public	993876907419374
Call for youth entrepreneurs for vendor market	43.6664195	-79.4039092	2017-11-03T17:00:00-0400	2017-11-03T21:00:00-0400	3	public	280571225785063
Monday Karaoke - Devil's Night edition	43.65847	-79.44308	2017-10-30T21:00:00-0400	2017-10-31T11:30:00-0400	1	public	540679486269823
Accelerate your growth	43.6491653	-79.3894225	2017-11-01T18:00:00-0400	2017-11-01T21:00:00-0400	31	public	1823185904375342
Nurture x Lorette Harvest Table Dinner	43.6527741	-79.4293691	2017-11-05T19:00:00-0500	2017-11-05T22:00:00-0500	14	public	138922126735416
Halloween	43.647527778941	-79.400342988419	2017-10-31T00:00:00-0400	2017-10-31T23:59:00-0400	2	public	119507772106058
Talk Boutique Speaker Salon	43.6450672	-79.39639799999999	2017-11-01T18:30:00-0400	2017-11-01T22:00:00-0400	1	public	139254543372679
Концерт "Музыка для души"	43.75897	-79.50732	2017-11-05T18:00:00-0500	2017-11-05T20:30:00-0500	1	public	122075321810984
Error
Tijuana Taxi/Double Grave/Another Heaven/The Spiracles	43.65329	-79.42695	2017-11-05T20:00:00-0500	2017-11-06T01:00:00-0500	23	public	1886748274976382
Error
SitunCè Art Exhibition - Opening reception	43.67194	-79.38863	2017-11-01T18:30:00-0400	2017-11-01T20:15:00-0400	10	public	360179274430277
52 Division Town Hall Meeting - Wednesday November 1, 2017	43.654197	-79.3898351	2017-11-01T18:30:00-0400	2017-11-01T20:30:00-0400	2	public	319011448567742
Elemental Movement with Lisa Veronese	43.67064	-79.29836	2017-11-03T19:30:00-0400	2017-11-03T21:00:00-0400	1	public	376409432794554
Ballroom Dance Lessions at the Centre	43.72543	-79.3189699	2017-11-03T19:00:00-0400	2017-11-03T21:30:00-0400	0	public	286619965187369
Roman Pizza Course	43.7788225	-79.4751034	2017-11-05T11:00:00-0500	2017-11-06T16:00:00-0500	0	public	1340033732785629
Eliza Perry open house	43.71631	-79.41301	2017-11-02T12:00:00-0400	2017-11-02T14:00:00-0400	0	public	153652698552495
Halloween Karaoke at The Old Sod with Steve-Oh?!	43.64847	-79.50752	2017-10-31T22:00:00-0400	2017-11-01T02:00:00-0400	1	public	326564967753071
Season 2017	43.63877	-79.3806	2017-11-01T20:00:00-0400	2017-11-04T22:00:00-0400	86	public	122775675104550
REBEL FILMS - Excellent documentaries and revolutionary flicks	43.668197560784	-79.398472309113	2017-09-22T19:00:00-0400	2017-11-03T22:00:00-0400	36	public	1481763761917568
CLOUD by Daniel Pagett (Oct 20 - Nov 5)	43.6475067	-79.3912048	2017-10-20T20:00:00-0400	2017-11-05T15:30:00-0500	149	public	719318971590285
Toronto, Canada ~ Groove Education for Adult/Kids DANCEfloors	43.60218	-79.50005	2017-11-03T19:30:00-0400	2017-11-06T18:00:00-0500	3	public	1713460712292009
Soirée 2017	43.65052	-79.37594	2017-11-02T18:00:00-0400	2017-11-02T23:00:00-0400	56	public	1880944938888836
FacMed Halloween Party	43.65291	-79.40164	2017-10-31T21:00:00-0400	2017-11-01T02:00:00-0400	71	public	133491827279811
Blessed / Iris / Chris / Texas Dirty	43.65114	-79.44028	2017-11-04T21:00:00-0400		48	public	139691436639636
UCQ - Pageantpalooza Nationals 2017	43.6487	-79.38545	2017-11-01T13:00:00-0400		10	public	704579779749690
Mock MCAT Day at York!	43.773110528007	-79.502753966556	2017-11-04T09:00:00-0400	2017-11-04T16:30:00-0400	0	public	528149017528259
Institutional Investors in Emerging Markets: Middle East Example	43.66561	-79.39855	2017-10-30T17:00:00-0400	2017-10-30T18:00:00-0400	5	public	340250829778531
Lighthouse Labs Free YYZ Data Analytics Workshop	43.64465	-79.39503	2017-10-30T18:00:00-0400	2017-10-30T21:00:00-0400	6	public	1720099631335921
The Art of the Piano: Jenny Lin	43.64946	-79.44403	2017-11-01T20:00:00-0400	2017-11-01T22:00:00-0400	7	public	1029471723858339
Error
